"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"B001081","Dempsey Burges","B001081","402027","1255","Dempsey Burgess","Q972369","kg:/m/04ft0_","Dempsey","Burges","","M","10170","","","","","","","","","","","","","","","","",""
"C000313","John Chapman","C000313","402455","1655","John Chapman (Pennsylvania politician)","Q2658986","kg:/m/027lkyd","John","Chapman","1740-10-18","M","10847","","","","","","","","","","","","","","","","",""
"C000369","Nathaniel Chipman","C000369","402508","1706","Nathaniel Chipman","Q433382","kg:/m/0cvgv1","Nathaniel","Chipman","1752-11-15","M","","","","","","","","","","","","","","","","","",""
"C000563","James Cochran","C000563","402694","1881","James Cochran (New York politician)","Q1619212","kg:/m/0g6n74","James","Cochran","1769-02-11","M","11154","","","","","","","","","","","","","","","","",""
"C000600","Joshua Coit","C000600","402729","1914","Joshua Coit","Q1701028","kg:/m/08sqhg","Joshua","Coit","1758-10-07","M","11202","","","","","","","","","","","","","","","","",""
"D000073","James Davenport","D000073","403211","2355","James Davenport (Connecticut politician)","Q744560","kg:/m/0b2wsc","James","Davenport","1758-10-12","M","11921","","","","","","","","","","","","","","","","",""
"E000089","George Ege","E000089","403782","2881","George Ege","Q5538924","kg:/m/02663d4","George","Ege","1748-03-09","M","12707","","","","","","","","","","","","","","","","",""
"F000313","Theodore Foster","F000313","404262","3315","Theodore Foster","Q431894","kg:/m/03zxpg","Theodore","Foster","1752-04-29","M","","","","","","","","","","","","","","","","","",""
"F000365","Nathaniel Freeman","F000365","404311","3358","Nathaniel Freeman Jr.","Q1966740","kg:/m/0260vht","Nathaniel","Freeman","1766-05-01","M","13430","","","","Jr.","","","","","","","","","","","","",""
"H000266","Carter Harrison","H000266","412155","4127","Carter Bassett Harrison","Q1045838","kg:/m/04w9yq","Carter","Harrison","","M","14614","Bassett","","","","","","","","","","","","","","","",""
"H000803","Hezekiah Hosmer","H000803","405652","4593","Hezekiah L. Hosmer","Q868783","kg:/m/0260x53","Hezekiah","Hosmer","1765-06-07","M","15276","Lord","","","","","","","","","","","","","","","",""
"L000115","Henry Latimer","L000115","406621","5494","Henry Latimer (politician)","Q450169","kg:/m/05p0c0","Henry","Latimer","1752-04-24","M","16741","","","","","","","","","","","","","","","","",""
"L000377","James Lloyd","L000377","406869","5725","James Lloyd (Maryland politician)","Q433351","kg:/m/05r_rm","James","Lloyd","","M","","","","","","","","","","","","","","","","","",""
"L000389","Matthew Locke","L000389","406881","5734","Matthew Locke (U.S. Congress)","Q974307","kg:/m/04fd_f","Matthew","Locke","","M","17076","","","","","","","","","","","","","","","","",""
"M000013","James Machir","M000013","412066","5879","James Machir","Q1680754","kg:/m/02pp9xm","James","Machir","","M","17344","","","","","","","","","","","","","","","","",""
"M000226","Stevens Mason","M000226","407244","6063","Stevens Thomson Mason (senator)","Q331107","kg:/m/04bz1d","Stevens","Mason","1760-12-29","M","","Thomson","","","","","","","","","","","","","","","",""
"M000256","William Matthews","M000256","407274","6087","William Matthews (politician)","Q2120003","kg:/m/0dzwlm","William","Matthews","1755-04-26","M","17639","","","","","","","","","","","","","","","","",""
"M000336","Blair McClenachan","M000336","412070","6155","Blair McClenachan","Q4924141","kg:/m/0266635","Blair","McClenachan","","M","17742","","","","","","","","","","","","","","","","",""
"M000423","Joseph McDowell","M000423","407424","6229","Joseph McDowell Jr.","Q1524227","kg:/m/033sd0","Joseph","McDowell","1756-02-15","M","17856","","","","","","","","","","","","","","","","",""
"M000946","Daniel Morgan","M000946","407914","6674","Daniel Morgan","Q2767","kg:/m/01jkp9","Daniel","Morgan","","M","18518","","","","","","","","","","","","","","","","",""
"P000058","Isaac Parker","P000058","408468","7192","Isaac Parker (Massachusetts judge)","Q927036","kg:/m/0265tpy","Isaac","Parker","1768-06-17","M","19347","","","","","","","","","","","","","","","","",""
"R000448","James Ross","R000448","409412","8070","James Ross (Pennsylvania politician)","Q503524","kg:/m/043p20","James","Ross","1762-07-12","M","","","","","","","","","","","","","","","","","",""
"R000550","John Rutherfurd","R000550","409506","8150","John Rutherfurd","Q376716","kg:/m/08ldzv","John","Rutherfurd","1760-09-20","M","","","","","","","","","","","","","","","","","",""
"S000154","Philip Schuyler","S000154","409661","8282","Philip Schuyler","Q1115886","kg:/m/01stsb","Philip","Schuyler","1733-11-20","M","21330","John","","","","","","","","","","","","","","","",""
"S000448","Thomas Sinnickson","S000448","409941","8544","Thomas Sinnickson (merchant)","Q2427322","kg:/m/079yl7","Thomas","Sinnickson","1744-12-21","M","21696","","","","","","","","","","","","","","","","",""
"S000460","Samuel Sitgreaves","S000460","409952","8555","Samuel Sitgreaves","Q7412643","kg:/m/0264jkd","Samuel","Sitgreaves","1764-03-16","M","21711","","","","","","","","","","","","","","","","",""
"S000563","Jeremiah Smith","S000563","410045","8644","Jeremiah Smith (lawyer)","Q2734279","kg:/m/0851nn","Jeremiah","Smith","1759-11-29","M","21832","","","","","","","","","","","","","","","","",""
"S000595","Nathaniel Smith","S000595","410075","8671","Nathaniel Smith","Q1966804","kg:/m/01dzj8","Nathaniel","Smith","1762-01-06","M","21870","","","","","","","","","","","","","","","","",""
"S000625","William Smith","S000625","410100","8695","William Smith (South Carolina representative)","Q2580575","kg:/m/071l1k","William","Smith","1751-09-20","M","21908","","","","","","","","","","","","","","","","",""
"S000633","William Smith","S000633","410107","8702","William Loughton Smith","Q2579645","kg:/m/096s4v","William","Smith","","M","21917","Loughton","","","","","","","","","","","","","","","",""
"S000743","Peleg Sprague","S000743","410212","8802","Peleg Sprague (New Hampshire politician)","Q1754256","kg:/m/02pmtm1","Peleg","Sprague","1756-12-10","M","22056","","","","","","","","","","","","","","","","",""
"S001095","John Swanwick","S001095","410548","9107","John Swanwick","Q13219839","kg:/m/0264jfz","John","Swanwick","","M","22492","","","","","","","","","","","","","","","","",""
"T000232","Mark Thomson","T000232","410811","9353","Mark Thomson (politician)","Q1900462","kg:/m/0262lcf","Mark","Thomson","","M","22914","","","","","","","","","","","","","","","","",""
"V000012","John Van Alen","V000012","411070","9591","John Evert Van Alen","Q1103463","kg:/m/08ztfr","John","Van Alen","","M","20893","Evert","","","","","","","","","","","","","","","",""
"W000513","John Williams","W000513","411671","10159","John Williams (Salem, New York)","Q6264325","kg:/m/0344_f","John","Williams","","M","23825","","","","","","","","","","","","","","","","",""
"C000497","Joshua Clayton","C000497","402634","1823","Joshua Clayton","Q652987","kg:/m/0886hv","Joshua","Clayton","1744-07-20","M","","","","","","","","","","","","","","","","","",""
"H000661","John Hobart","H000661","405516","4469","John Sloss Hobart","Q437169","kg:/m/067yvr","John","Hobart","1738-05-06","M","","Sloss","","","","","","","","","","","","","","","",""
"N000142","William North","N000142","408226","6963","William North","Q6017855","kg:/m/06gh8j","William","North","","M","","","","","","","","","","","","","","","","","",""
"W000202","James Watson","W000202","411373","9874","James Watson (New York politician)","Q438181","kg:/m/02qkt0","James","Watson","1750-04-06","M","","","","","","","","","","","","","","","","","",""
"B000198","Bailey Bartlett","B000198","401197","484","Bailey Bartlett","Q252932","kg:/m/0csf26","Bailey","Bartlett","1750-01-29","M","9027","","","","","","","","","","","","","","","","",""
"B000731","Jonathan Brace","B000731","401691","943","Jonathan Brace","Q1703100","kg:/m/0f4tf9","Jonathan","Brace","1754-11-12","M","9729","","","","","","","","","","","","","","","","",""
"B000927","John Brown","B000927","401882","1116","John Brown (Rhode Island politician)","Q1661398","kg:/m/033qzm","John","Brown","1736-01-27","M","9976","","","","","","","","","","","","","","","","",""
"B000929","John Brown","B000929","401881","1118","John Brown (Kentucky politician)","Q433454","kg:/m/033z5s","John","Brown","1757-09-12","M","9979","","","","","","","","","","","","","","","","",""
"C000382","Gabriel Christie","C000382","402521","1716","Gabriel Christie (Maryland politician)","Q2120012","kg:/m/08vq52","Gabriel","Christie","1775-09-12","M","10932","","","","","","","","","","","","","","","","",""
"C000572","William Cocke","C000572","402701","1888","William Cocke","Q5610267","kg:/m/03jz31","William","Cocke","","M","","","","","","","","","","","","","","","","","",""
"C000764","William Cooper","C000764","402884","2058","William Cooper (judge)","Q10393681","kg:/m/046j74","William","Cooper","1754-12-02","M","11412","","","","","","","","","","","","","","","","",""
"C000863","William Craik","C000863","402978","2139","William Craik (politician)","Q868556","kg:/m/02611by","William","Craik","1761-10-31","M","11535","","","","","","","","","","","","","","","","",""
"D000069","Franklin Davenport","D000069","403207","2351","Franklin Davenport","Q376701","kg:/m/0b1tyl","Franklin","Davenport","","M","11916","","","","","","","","","","","","","","","","",""
"D000165","Jonathan Dayton","D000165","403297","2440","Jonathan Dayton","Q461697","kg:/m/01rc0c","Jonathan","Dayton","1760-10-16","M","12038","","","","","","","","","","","","","","","","",""
"D000254","George Dent","D000254","403392","2512","George Dent","Q219449","kg:/m/08t7kg","George","Dent","","M","12144","","","","","","","","","","","","","","","","",""
"D000296","Samuel Dexter","D000296","403419","2550","Samuel Dexter","Q594570","kg:/m/034v0t","Samuel","Dexter","1761-05-14","M","12194","","","","","","","","","","","","","","","","",""
"D000331","Joseph Dickson","D000331","403449","2581","Joseph Dickson","Q1706853","kg:/m/09v1qs","Joseph","Dickson","","M","12239","","","","","","","","","","","","","","","","",""
"E000052","William Edmond","E000052","403747","2852","William Edmond","Q1739380","kg:/m/0f7n83","William","Edmond","1755-09-28","M","12663","","","","","","","","","","","","","","","","",""
"E000091","Joseph Eggleston","E000091","403784","2883","Joseph Eggleston","Q1706901","kg:/m/07lc6v","Joseph","Eggleston","1754-11-24","M","12709","","","","","","","","","","","","","","","","",""
"E000257","Thomas Evans","E000257","412146","3021","Thomas Evans (Virginia politician)","Q2423731","kg:/m/07wkyn","Thomas","Evans","","M","12917","","","","","","","","","","","","","","","","",""
"F000364","Jonathan Freeman","F000364","404310","3357","Jonathan Freeman (representative)","Q1703164","kg:/m/0260vf1","Jonathan","Freeman","1745-03-21","M","13429","","","","","","","","","","","","","","","","",""
"G000020","Albert Gallatin","G000020","404397","3437","Albert Gallatin","Q500046","kg:/m/01p369","Albert","Gallatin","1761-01-29","M","13588","","","","","","","","","","","","","","","","",""
"G000235","Henry Glen","G000235","404597","3628","Henry Glen","Q1281998","kg:/m/091382","Henry","Glen","1739-07-13","M","13861","","","","","","","","","","","","","","","","",""
"G000279","Samuel Goode","G000279","404641","3668","Samuel Goode","Q2218312","kg:/m/0266lw0","Samuel","Goode","1756-03-21","M","13915","","","","","","","","","","","","","","","","",""
"G000294","Elizur Goodrich","G000294","404653","3679","Elizur Goodrich","Q1331367","kg:/m/047kry","Elizur","Goodrich","1761-03-24","M","13937","","","","","","","","","","","","","","","","",""
"G000318","William Gordon","G000318","404675","3701","William Gordon (New Hampshire politician)","Q2578998","kg:/m/0260vmy","William","Gordon","1763-04-12","M","13965","","","","","","","","","","","","","","","","",""
"G000427","Ray Greene","G000427","404775","3791","Ray Greene (politician)","Q371165","kg:/m/0d2q83","Ray","Greene","1765-02-02","M","","","","","","","","","","","","","","","","","",""
"H000299","Thomas Hartley","H000299","405172","4156","Thomas Hartley","Q5791785","kg:/m/094h_g","Thomas","Hartley","1748-09-07","M","14653","","","","","","","","","","","","","","","","",""
"H000359","Jonathan Havens","H000359","405228","4204","Jonathan Nicoll Havens","Q543677","kg:/m/0cwd51","Jonathan","Havens","1757-06-18","M","14723","Nicoll","","","","","","","","","","","","","","","",""
"I000011","James Imlay","I000011","405873","4800","James Henderson Imlay","Q1680547","kg:/m/02619hd","James","Imlay","1764-11-26","M","15630","Henderson","","","","","","","","","","","","","","","",""
"J000227","James Jones","J000227","412060","5038","James Jones (Georgia politician)","Q613651","kg:/m/0h69vf","James","Jones","","M","15979","","","","","","","","","","","","","","","","",""
"K000253","John Kittera","K000253","406412","5310","John W. Kittera","Q6262359","kg:/m/093cqs","John","Kittera","","M","16393","Wilkes","","","","","","","","","","","","","","","",""
"L000195","Henry Lee","L000195","406698","5559","Henry Lee III","Q450175","kg:/m/023ypm","Henry","Lee","1756-01-29","M","16838","","","","","","","","","","","","","","","","",""
"L000336","James Linn","L000336","406829","5687","James Linn","Q177100","kg:/m/0262ldg","James","Linn","","M","17010","","","","","","","","","","","","","","","","",""
"L000364","Samuel Livermore","L000364","406856","5713","Samuel Livermore","Q450568","kg:/m/038l9k","Samuel","Livermore","1732-05-14","M","17047","","","","","","","","","","","","","","","","",""
"L000528","Samuel Lyman","L000528","407012","5850","Samuel Lyman","Q2218595","kg:/m/0bz0b0","Samuel","Lyman","1749-01-25","M","17252","","","","","","","","","","","","","","","","",""
"M000157","John Marshall","M000157","407179","6003","John Marshall","Q310829","kg:/m/015rgm","John","Marshall","1755-09-24","M","17518","","","John Marshall (Supreme Court)","","","","","","","","","","","","","",""
"M000571","William McMillan","M000571","407563","","William McMillan (congressman)","Q2579966","kg:/m/0czh9d","William","McMillan","1764-03-02","M","18038","","","","","","","","","","","","","","","","",""
"N000084","John Nicholas","N000084","412171","6911","John Nicholas (congressman)","Q1701213","kg:/m/09z86x","John","Nicholas","","M","18938","","","","","","","","","","","","","","","","",""
"N000161","Abraham Nott","N000161","408242","6979","Abraham Nott","Q330433","kg:/m/0265r27","Abraham","Nott","1768-02-05","M","19034","","","","","","","","","","","","","","","","",""
